Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02 00:00:00+08:00,55.36371442218015,57.2939112554953,54.563390044780014,57.152679443359375,20168636,0.0,0.0
2020-01-03 00:00:00+08:00,57.71760774890165,57.71760774890165,55.41078581122115,55.45786666870117,10411407,0.0,0.0
2020-01-06 00:00:00+08:00,55.081241995860054,55.552021841978515,54.51630761722397,54.7516975402832,14275643,0.0,0.0
2020-01-07 00:00:00+08:00,54.987086534417394,56.493580579840426,54.987086534417394,55.740333557128906,12182053,0.0,0.0
2020-01-08 00:00:00+08:00,54.98708636402641,56.116955098709944,54.56338379263753,55.83448791503906,9650654,0.0,0.0
2020-01-09 00:00:00+08:00,56.96436340909478,57.43514327197986,56.11695821919551,56.6818962097168,10791980,0.0,0.0
2020-01-10 00:00:00+08:00,56.96436240318963,58.1883893067233,56.728972475903724,57.811767578125,11085558,0.0,0.0
2020-01-13 00:00:00+08:00,58.09423109020445,58.37669826669027,57.340984088987256,57.482215881347656,9532548,0.0,0.0
2020-01-14 00:00:00+08:00,58.376704801625664,59.69488989514274,58.000079462973524,58.80040740966797,15039798,0.0,0.0
2020-01-15 00:00:00+08:00,58.37670105343815,59.08287082424587,57.76468581536538,58.6591682434082,6080112,0.0,0.0
2020-01-16 00:00:00+08:00,59.45950018917139,59.45950018917139,58.18839236006893,58.56501770019531,6582200,0.0,0.0
2020-01-17 00:00:00+08:00,58.80040763983294,59.45950018917139,58.18839236006893,58.56501770019531,7361695,0.0,0.0
2020-01-20 00:00:00+08:00,59.318259779788576,59.318259779788576,55.22247661265208,55.41078567504883,21809658,0.0,0.0
2020-01-21 00:00:00+08:00,54.3750733530994,54.6104632810349,52.82149839201903,53.43351364135742,24688353,0.0,0.0
2020-01-22 00:00:00+08:00,53.621825479500664,54.9400069006594,52.72734304871408,54.23383712768555,20895912,0.0,0.0
2020-01-23 00:00:00+08:00,53.151047375944046,53.433514576054705,51.315005187576766,52.3507194519043,21636910,0.0,0.0
2020-01-24 00:00:00+08:00,51.78578470229469,53.15104701734461,51.17376944637963,52.77442169189453,9356754,0.0,0.0
2020-01-29 00:00:00+08:00,49.43188052583824,50.84421996943362,49.43188052583824,50.04389572143555,39738013,0.0,0.0
2020-01-30 00:00:00+08:00,50.18512847211594,50.5146765036602,47.878306618366146,48.772789001464844,28805318,0.0,0.0
2020-01-31 00:00:00+08:00,49.90266551786256,50.232209985519674,48.30201326403088,48.490325927734375,28705166,0.0,0.0
2020-02-03 00:00:00+08:00,48.01954461277805,50.04389940080713,47.548764763633166,49.99681854248047,24435738,0.0,0.0
2020-02-04 00:00:00+08:00,49.196491614207844,50.75006647030989,47.454607701894055,48.866947174072266,47303287,0.0,0.0
2020-02-05 00:00:00+08:00,49.996818894230785,50.702988672916334,48.8198692630882,49.808509826660156,23637810,0.0,0.0
2020-02-06 00:00:00+08:00,50.75007139825399,51.78578567504883,50.37344606572931,51.78578567504883,17253585,0.0,0.0
2020-02-07 00:00:00+08:00,51.362083388118954,51.69163145403548,50.6088363102268,51.503318786621094,10489111,0.0,0.0
