Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02 00:00:00+08:00,42.44654147187996,42.86268635567827,41.992568908465465,42.33304977416992,3712586,0.0,0.0
2020-01-03 00:00:00+08:00,42.97617841093818,42.97617841093818,41.99256925783199,42.10606384277344,3623342,0.0,0.0
2020-01-06 00:00:00+08:00,42.03039565817531,42.03039565817531,41.1981117387211,41.50075912475586,4171199,0.0,0.0
2020-01-07 00:00:00+08:00,41.50075230925139,41.72774141935856,41.16027441666349,41.349430084228516,5291589,0.0,0.0
2020-01-08 00:00:00+08:00,41.00895309448242,41.19810877952497,40.66847228414849,41.00895309448242,5506984,0.0,0.0
2020-01-09 00:00:00+08:00,41.57643111808273,41.765586853027344,41.008963913248905,41.765586853027344,4760029,0.0,0.0
2020-01-10 00:00:00+08:00,42.06822574272857,42.370876011611976,41.84123948420945,42.257381439208984,5503835,0.0,0.0
2020-01-13 00:00:00+08:00,42.900508880615234,43.0140005570532,42.333041839565524,42.900508880615234,5778838,0.0,0.0
2020-01-14 00:00:00+08:00,43.2409935556378,43.27882411783897,42.370876193576386,42.56003189086914,7450736,0.0,0.0
2020-01-15 00:00:00+08:00,42.9761707310144,42.9761707310144,41.80340607010587,41.916900634765625,4782457,0.0,0.0
2020-01-16 00:00:00+08:00,41.87907034340242,42.37087631225586,41.235942125320435,42.37087631225586,4079545,0.0,0.0
2020-01-17 00:00:00+08:00,42.74918767898076,43.05183794980689,42.21955114817849,42.71135711669922,3828087,0.0,0.0
2020-01-20 00:00:00+08:00,42.97617396803071,43.12749910354614,42.29521518764159,42.37087631225586,1839041,0.0,0.0
2020-01-21 00:00:00+08:00,41.12245206959725,41.84124437754294,41.08462150313426,41.23594665527344,5416539,0.0,0.0
2020-01-22 00:00:00+08:00,41.23593913135441,41.27376969091483,40.63064151952764,41.046783447265625,4709673,0.0,0.0
2020-01-23 00:00:00+08:00,40.327991792206326,41.00895341825042,40.13883610567038,40.44148635864258,4977274,0.0,0.0
2020-01-24 00:00:00+08:00,40.78196738087197,40.78196738087197,40.13883631157852,40.403656005859375,2011235,0.0,0.0
2020-01-29 00:00:00+08:00,38.32294722829668,39.268725759238976,38.32294722829668,39.0417366027832,10033453,0.0,0.0
2020-01-30 00:00:00+08:00,39.155227801514506,39.155227801514506,38.17161879148744,38.28511047363281,8677977,0.0,0.0
2020-01-31 00:00:00+08:00,38.54993478892859,38.739090501449056,37.90680363458673,37.98246765136719,6410092,0.0,0.0
2020-02-03 00:00:00+08:00,37.60415279609586,38.0959558720148,37.30150252915586,37.41499710083008,6586794,0.0,0.0
2020-02-04 00:00:00+08:00,37.33933621007579,38.17162307054206,37.33933621007579,37.86897277832031,11140716,0.0,0.0
2020-02-05 00:00:00+08:00,37.71764392696266,38.24728044317757,37.64198280448345,38.020294189453125,9443513,0.0,0.0
2020-02-06 00:00:00+08:00,38.09595861215224,39.07957060731232,38.09595861215224,38.776920318603516,20115807,0.0,0.0
2020-02-07 00:00:00+08:00,38.32294777182737,38.852581447637185,38.32294777182737,38.776920318603516,8380519,0.0,0.0
