Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02 00:00:00+08:00,24.774867510607052,24.91835093649368,24.153104782104492,24.153104782104492,3572000,0.0,0.0
2020-01-03 00:00:00+08:00,24.15310400106059,24.48789986696353,24.05744777873251,24.248760223388672,3758000,0.0,0.0
2020-01-06 00:00:00+08:00,23.913963590252063,24.631382497959624,23.81830737099293,24.34441566467285,4897804,0.0,0.0
2020-01-07 00:00:00+08:00,24.34441446336182,24.583554087463643,24.153102034284146,24.487897872924805,1302000,0.0,0.0
2020-01-08 00:00:00+08:00,23.961791212516413,24.631382934712633,23.961791212516413,24.05744743347168,1799699,0.0,0.0
2020-01-09 00:00:00+08:00,24.48790225792702,24.96618159177524,24.248762591002908,24.870525360107422,1991400,0.0,0.0
2020-01-10 00:00:00+08:00,24.72703934555406,25.7314251120707,24.392243481884954,25.63576889038086,4206000,0.0,0.0
2020-01-13 00:00:00+08:00,25.444457903413003,25.827080960146677,24.15310349050754,24.53572654724121,4086276,0.0,0.0
2020-01-14 00:00:00+08:00,24.63138329049414,25.20531880002515,24.53572706815719,25.157489776611328,2504010,0.0,0.0
2020-01-15 00:00:00+08:00,25.25314677467751,25.58794265089579,25.061836148617594,25.300975799560547,1257229,0.0,0.0
2020-01-16 00:00:00+08:00,25.54011682779028,25.58794403076172,25.205320933517655,25.58794403076172,1125553,0.0,0.0
2020-01-17 00:00:00+08:00,25.73142520052935,26.54450035095215,25.540114580982664,26.54450035095215,3440698,0.0,0.0
2020-01-20 00:00:00+08:00,26.687982758667992,29.175035314292703,26.592326540280382,27.357574462890625,10383411,0.0,0.0
2020-01-21 00:00:00+08:00,27.45322901751753,27.644539618208043,26.161874708771908,26.40101432800293,2790000,0.0,0.0
2020-01-22 00:00:00+08:00,26.735810805283627,27.166261035597145,26.01839193027055,26.78363800048828,4956000,0.0,0.0
2020-01-23 00:00:00+08:00,26.305360970673735,27.692371642560087,25.5401148358686,25.82708168029785,5369350,0.0,0.0
2020-01-24 00:00:00+08:00,25.970564005979227,27.02277876527754,25.683597173666335,26.879295349121094,2094308,0.0,0.0
2020-01-29 00:00:00+08:00,26.73580972810841,26.783636921386126,25.635766037816243,26.448841094970703,2256000,0.0,0.0
2020-01-30 00:00:00+08:00,26.544500437649813,27.644542433230857,25.827081506902523,26.305360794067383,4878000,0.0,0.0
2020-01-31 00:00:00+08:00,26.78363800048828,27.214090055292345,26.401014965379414,26.78363800048828,2992135,0.0,0.0
2020-02-03 00:00:00+08:00,26.783639913489985,29.12720913571663,25.827081345151058,27.93151092529297,11799198,0.0,0.0
2020-02-04 00:00:00+08:00,28.2663065551179,28.50544621065863,27.453233185872044,27.74020004272461,8122948,0.0,0.0
2020-02-05 00:00:00+08:00,28.170648785038356,28.266303176227712,27.357573688494885,27.453229904174805,5302467,0.0,0.0
2020-02-06 00:00:00+08:00,27.883679910610226,27.883679910610226,26.544498375483922,26.78363800048828,5528158,0.0,0.0
2020-02-07 00:00:00+08:00,26.401016667349698,26.783639727124775,25.92273738650818,26.11404800415039,5236741,0.0,0.0
2020-02-10 00:00:00+08:00,26.018395609499382,26.30536247028802,25.06183697421618,25.874910354614258,6957150,0.0,0.0
2020-02-11 00:00:00+08:00,26.16187808170903,26.30536150684824,25.205319481460005,25.540115356445312,9048000,0.0,0.0
2020-02-12 00:00:00+08:00,25.68359817107624,26.20970465891117,25.63576914750626,26.066221237182617,5724565,0.0,0.0
2020-02-13 00:00:00+08:00,26.066220185180153,26.305359819906577,25.205317865063154,25.73142433166504,6430600,0.0,0.0
2020-02-14 00:00:00+08:00,26.06622034587601,26.06622034587601,25.157488998517103,25.253145217895508,2489000,0.0,0.0
2020-02-17 00:00:00+08:00,25.34880492839223,26.40101983748782,25.061838055225653,25.97056770324707,6614000,0.0,0.0
2020-02-18 00:00:00+08:00,25.97056228359089,26.73581015982446,25.779251682900373,26.40101432800293,5656000,0.0,0.0
2020-02-19 00:00:00+08:00,26.783639453400344,26.783639453400344,25.683597483605244,25.92273712158203,2430000,0.0,0.0
2020-02-20 00:00:00+08:00,26.544499815423553,26.544499815423553,25.92273712158203,25.92273712158203,2768729,0.0,0.0
2020-02-21 00:00:00+08:00,25.922735410144973,26.01839162391853,25.01400411603199,25.2053165435791,3838000,0.0,0.0
2020-02-24 00:00:00+08:00,25.157491789809086,25.39663145254298,24.727041491582582,24.918352127075195,2818600,0.0,0.0
2020-02-25 00:00:00+08:00,25.01400558169481,25.44445765665232,24.918349362316405,25.253145217895508,3140065,0.0,0.0
2020-02-26 00:00:00+08:00,25.3009779354006,25.3009779354006,24.679213330868645,24.82269859313965,1356000,0.0,0.0
2020-02-27 00:00:00+08:00,24.72703893169809,26.066220539469978,24.72703893169809,25.92273712158203,4620453,0.0,0.0
2020-02-28 00:00:00+08:00,25.014007947757538,25.97056658304074,24.87052451736322,25.874910354614258,8709676,0.0,0.0
2020-03-02 00:00:00+08:00,26.16187428632347,26.87929313243203,25.827078459908048,26.448841094970703,3322000,0.0,0.0
2020-03-03 00:00:00+08:00,27.070605182091573,28.122819911055995,26.831465553894684,26.974950790405273,7090500,0.0,0.0
2020-03-04 00:00:00+08:00,27.740199944911858,28.457618909004406,26.7358141249786,27.979339599609375,9341596,0.0,0.0
2020-03-05 00:00:00+08:00,28.40979222289787,30.466392925682147,28.40979222289787,29.50983428955078,9398892,0.0,0.0
2020-03-06 00:00:00+08:00,29.127208470501504,31.088152761015458,29.127208470501504,29.844627380371094,7874700,0.0,0.0
2020-03-09 00:00:00+08:00,29.031554052632202,30.035939858984857,28.6967581756844,28.935897827148438,6959000,0.0,0.0
2020-03-10 00:00:00+08:00,28.888073322663843,29.222867406365932,27.740202158713803,28.84024429321289,7550021,0.0,0.0
2020-03-11 00:00:00+08:00,28.696755933123846,29.36634763469298,28.50544349710678,28.744583129882812,2500700,0.0,0.0
2020-03-12 00:00:00+08:00,28.888066637871887,28.888066637871887,27.405399908822712,28.027162551879883,5823252,0.0,0.0
2020-03-13 00:00:00+08:00,26.831467112110662,28.218477765998376,25.922737566883086,27.93151092529297,6660758,0.0,0.0
2020-03-16 00:00:00+08:00,27.835854786977688,27.93151100899637,26.161877287368092,26.54450035095215,5381513,0.0,0.0
2020-03-17 00:00:00+08:00,26.54449975905401,27.835854166284495,25.827080846647142,27.070606231689453,6770173,0.0,0.0
2020-03-18 00:00:00+08:00,27.261919368397106,28.64893003097148,25.827081506902523,26.305360794067383,9028000,0.0,0.0
2020-03-19 00:00:00+08:00,26.3531858462247,26.544498275302377,23.148716342852705,24.487897872924805,12535600,0.0,0.0
2020-03-20 00:00:00+08:00,25.253146342888563,25.970565283450686,24.966179496459997,25.34880256652832,14624660,0.0,0.0
2020-03-23 00:00:00+08:00,24.29658742230737,25.2053187976881,23.818308135157654,24.248760223388672,5611484,0.0,0.0
2020-03-24 00:00:00+08:00,25.300976556404812,25.587943416324276,23.913965809648857,24.296588897705078,11174983,0.0,0.0
2020-03-25 00:00:00+08:00,25.157489159598878,25.444457819571536,24.153103410921187,24.774866104125977,5829091,0.0,0.0
2020-03-26 00:00:00+08:00,24.96617768946564,25.635767557499154,24.727038059919973,25.109661102294922,5562939,0.0,0.0
2020-03-27 00:00:00+08:00,25.68359843702212,25.970565283450686,25.157490119248802,25.34880256652832,6490105,0.0,0.0
2020-03-30 00:00:00+08:00,25.253145217895508,25.348801437273913,24.822694967428635,25.253145217895508,2456105,0.0,0.0
2020-03-31 00:00:00+08:00,26.01839395315319,26.974952527541312,24.440070845820237,25.157489776611328,12637008,0.0,0.0
2020-04-01 00:00:00+08:00,25.15748852322919,25.15748852322919,23.626996340052063,24.392242431640625,6284369,0.0,0.0
2020-04-02 00:00:00+08:00,24.87052293409117,25.444458443622178,24.392243646897107,25.157489776611328,3411677,0.0,0.0
2020-04-03 00:00:00+08:00,25.444458271491854,26.30536061771907,25.444458271491854,25.63576889038086,4583677,0.0,0.0
2020-04-06 00:00:00+08:00,26.01839360757462,26.30536044628326,25.205318465245913,26.11404800415039,2721676,0.0,0.0
2020-04-07 00:00:00+08:00,26.687983338385376,27.118435418234597,26.1140478400833,26.592327117919922,4204123,0.0,0.0
2020-04-08 00:00:00+08:00,26.544502939128574,27.022782271365127,26.114050810319334,26.687986373901367,3103000,0.0,0.0
